,param,svm-linear,svm-rbf,lg-l1,lg-l2,nn-relu,nn-logistic
0,0.001,0.6829862050311063,0.30377668308702793,0.030932485044155352,0.6591204787926099,0.03095861521509899,0.027549632566132826
1,0.002,0.599105461393597,0.19475458973398277,0.030932485044155352,0.6344758568926695,0.02965846792958242,0.028298312277397077
2,0.005,0.04852789980371997,0.04836106628081696,0.03222727667117022,0.602181128496918,0.02865037334298214,0.029362538612749227
3,0.01,0.032232110807164344,0.030810377736409267,0.03222727667117022,0.5126,0.030633418914641438,0.030111738279000114
4,0.02,0.032221741013425724,0.030856913600641918,0.03222727667117022,0.3043221539914974,0.0288626100014354,0.029703870366582577
5,0.05,0.03218661056799901,0.03164020907946956,0.03227125701751125,0.09969590823357327,0.03089309782223168,0.033373763166294285
6,0.1,0.03218661056799901,0.032120861965113275,0.03211603211603212,0.05760905760905761,0.029801400004560274,0.030782637367813656
7,0.2,0.03222054492811007,0.03168616989025647,0.031344001925159425,0.04132468028249666,0.032026071721738276,0.030476079482547637
8,0.5,0.03166313238412602,0.031124187054815733,0.030893732648118614,0.0343774275519743,0.03249667449868845,0.032103615493217115
9,1.0,0.03044207388084036,0.03156673955325755,0.03098414654375696,0.03388840577829117,0.031627873198010095,0.031808008563226776
10,5.0,0.030123257689206314,0.031024779454543294,0.033130887928083275,0.03200930289491401,0.03187391823700056,0.03496053707103327
11,10.0,0.02977274797340377,0.03017465282988376,0.03284891760742212,0.031744297558784614,0.03387785288889465,0.04061215238154789
12,20.0,0.030073717985578417,0.024490025182785834,0.032351957590695715,0.03211183863002592,0.03483636654961078,0.07485488202847489
13,50.0,0.02927839668588703,0.013723638652817123,0.031855989462643605,0.031750658941563724,0.051009981922502556,0.31771668105042533
14,100.0,0.02938598462714074,0.014290396591281547,0.031871148801171374,0.030968047898512062,0.10833193909988288,0.5747515808491418
15,200.0,0.03025639838941084,0.01365223336134059,0.031211538231744475,0.030152261996837015,0.3348940044219014,0.6317887394120578
16,500.0,0.03035720504753834,0.012253201582509891,0.031322324951133816,0.028540833497235518,0.6026097271648873,0.6839686401730197
17,1000.0,0.032238960654402786,0.011897119285353294,0.03326541008660214,0.02803908934707904,0.6493340163934426,0.0
18,2000.0,0.03223497470072813,0.013527580831438677,0.03314300215708666,0.02754771525938743,0.6834143706104808,0.0
19,5000.0,0.030970144827831614,0.010170691754891777,0.03363335522334247,0.02728973525507698,0.007216662576213417,0.0
