,param,svm-linear,svm-rbf,lg-l1,lg-l2,nn-relu,nn-logistic,rf-gini,rf-entropy
0,0.001,0.9885057471264368,0.9830611010284331,0.0,0.9901010307174202,0.28970135103105,0.28187609905157257,0.05469999440809707,0.4168833937326796
1,0.002,0.989950258856969,0.9242137173171657,0.6933899237601194,0.9901091057407975,0.28896506885749745,0.27807486631016043,0.05467798012319595,0.3575006398303536
2,0.005,0.9704624564893088,0.7694002833307099,0.6675863971856245,0.9897305541433655,0.3832405738026181,0.17633268412320566,0.05462729242522393,0.09475468591078606
3,0.01,0.9449443638122884,0.6951514289776766,0.6675863971856245,0.9873340764008511,0.415487271027243,0.32151782191240297,0.05460076470095727,0.05462637724701375
4,0.02,0.9208863743517209,0.5869643500180051,0.8603746907034289,0.983560262228946,0.3435699226985242,0.3804817308066462,0.42961921911370726,0.05426034091602461
5,0.05,0.8453091223519238,0.634858812074002,0.860978625684508,0.9661319073083778,0.4449501615766238,0.40530569948186534,0.4561190687257967,0.054665146638054364
6,0.1,0.7949906481255591,0.6384173413423871,0.8570926349094743,0.9468477206595538,0.49526318455848833,0.5826330532212886,0.5687684148497348,0.42015723675731403
7,0.2,0.7842130595218996,0.7554284831156789,0.8335752711126292,0.9248533030475109,0.4716835504100338,0.6337288465279128,0.8077312626603645,0.5569692474467963
8,0.5,0.6198719168093335,0.6460521968946151,0.791130533300963,0.8669268985095812,0.5119396732299959,0.7113019430900226,0.0,0.842188046137714
9,1.0,0.5952989891608818,0.6188698348414858,0.7480869299051117,0.8221736204576043,0.5546037329097407,0.7466585198197511,0.0,0.0
10,5.0,0.5884548245350028,0.5207945044997071,0.6673038847545573,0.7111984282907662,0.7690371302706105,0.9134417648158535,0.0,0.0
11,10.0,0.5880300751879699,0.4981658854697371,0.650949050949051,0.6759336099585063,0.8383942357179619,0.9442832269297737,0.0,0.0
12,20.0,0.591016262620156,0.45646795200971,0.644382911392405,0.6551816597399116,0.9149812734082398,0.972488038277512,0.0,0.0
13,50.0,0.592448942488334,0.45646795200971,0.6429840142095915,0.6459972235076353,0.9586484628229055,0.9866342648845687,0.0,0.0
14,100.0,0.592880101886106,0.45646795200971,0.6404560644780815,0.6423453625188983,0.9779426508923201,0.9894179894179893,0.0,0.0
15,200.0,0.5928441479684659,0.45646795200971,0.6408760081306144,0.6409970482125288,0.9870340356564019,0.9899979587670953,0.0,0.0
16,500.0,0.592880101886106,0.45646795200971,0.6408339889850512,0.6394032585225414,0.9898167006109979,0.0,0.0,0.0
17,1000.0,0.592880101886106,0.45646795200971,0.6399057036212429,0.6392359521161771,0.9895854604860119,0.0,0.0,0.0
18,2000.0,0.5930239611768274,0.45646795200971,0.6407919753491117,0.6391105297580119,0.0,0.0259651375319325,0.0,0.0
19,5000.0,0.5939607509569232,0.45646795200971,0.6414227588922431,0.6390687332417763,0.0259651375319325,0.0,0.0,0.0
